Brand,Year,Kilometers,Fuel,Transmission,Owner,Mileage,Engine,Power,Seats,Price
Maruti,2014,32000,Petrol,Manual,Second,22.74,796,47.3,5,2.1
Maruti,2013,56840,Petrol,Manual,First,22.74,796,47.3,5,1.55
Maruti,2015,21000,Petrol,Manual,First,22.74,796,47.3,5,2.79
Maruti,2015,11110,Petrol,Manual,First,22.74,796,47.3,5,2.35
Maruti,2013,86000,Petrol,Manual,First,22.74,796,47.3,5,2.41
Maruti,2015,96000,Petrol,Manual,First,22.74,796,47.3,5,2.5
Maruti,2015,63714,Petrol,Manual,First,22.74,796,47.3,5,2.45
Maruti,2016,9370,Petrol,Manual,First,22.74,796,47.3,5,2.95
Maruti,2017,38000,Petrol,Manual,First,22.74,796,47.3,5,3.11
Maruti,2015,61000,Petrol,Manual,First,22.74,796,47.3,5,2.15
Maruti,2015,50000,Petrol,Manual,First,22.74,796,47.3,5,2.75
Maruti,2015,24617,Petrol,Manual,First,22.74,796,47.3,5,2.36
Maruti,2015,25000,Petrol,Manual,First,22.74,796,47.3,5,2.75
Maruti,2016,51639,Petrol,Manual,First,22.74,796,47.3,5,3.04
Maruti,2016,24300,Petrol,Manual,First,22.74,796,47.3,5,2.44
Maruti,2017,2196,Petrol,Manual,First,22.74,796,47.3,5,2.75
Maruti,2016,18043,Petrol,Manual,First,22.74,796,47.3,5,4.12
Maruti,2013,30000,Petrol,Manual,First,22.74,796,47.3,5,2.5
Maruti,2015,21652,Petrol,Manual,First,22.74,796,47.3,5,3.01
Maruti,2014,45700,Petrol,Manual,Second,22.74,796,47.3,5,2.42
Maruti,2013,30852,Petrol,Manual,First,22.74,796,47.3,5,2.49
Maruti,2017,30000,Petrol,Manual,First,22.74,796,47.3,5,3.1
Maruti,2017,27718,Petrol,Manual,First,22.74,796,47.3,5,3.28
Ford,2013,62084,Diesel,Manual,First,22.77,1498,98.59,5,6.6
Ford,2015,80000,Diesel,Manual,First,22.77,1498,98.59,5,7
Ford,2015,47037,Diesel,Manual,Second,22.77,1498,98.59,5,7
Ford,2013,44000,Diesel,Manual,First,22.77,1498,98.59,5,4.9
Ford,2017,30000,Diesel,Manual,First,22.77,1498,98.59,5,6
Ford,2017,30453,Diesel,Manual,First,22.77,1498,98.59,5,8.45
Ford,2014,72563,Diesel,Manual,Second,22.77,1498,98.59,5,5
Ford,2016,46727,Diesel,Manual,First,22.77,1498,98.59,5,7.25
Ford,2016,20000,Diesel,Manual,First,22.77,1498,98.59,5,7.9
Ford,2016,36778,Diesel,Manual,First,22.77,1498,98.59,5,8.8
Ford,2014,64637,Diesel,Manual,First,22.77,1498,98.59,5,7.52
Ford,2019,35188,Diesel,Manual,First,22.77,1498,98.59,5,11.13
Ford,2018,37160,Diesel,Manual,First,22.77,1498,98.59,5,9.46
Ford,2015,57000,Diesel,Manual,First,22.77,1498,98.59,5,6.35
Maruti,2014,52000,Diesel,Manual,First,22.9,1248,74,5,4.25
Maruti,2012,95100,Diesel,Manual,First,22.9,1248,74,5,3.75
Maruti,2016,35000,Diesel,Manual,First,22.9,1248,74,5,6.25
Maruti,2016,64000,Diesel,Manual,First,22.9,1248,74,5,6.8
Maruti,2012,120000,Diesel,Manual,First,22.9,1248,74,5,3.75
Maruti,2013,70000,Diesel,Manual,First,22.9,1248,74,5,3.5
Maruti,2014,35000,Diesel,Manual,First,22.9,1248,74,5,5.25
Maruti,2014,59923,Diesel,Manual,First,22.9,1248,74,5,6.46
Maruti,2012,82000,Diesel,Manual,Second,22.9,1248,74,5,2.5
Maruti,2016,58000,Diesel,Manual,First,22.9,1248,74,5,7.55
Maruti,2016,55746,Diesel,Manual,First,22.9,1248,74,5,6.95
Maruti,2014,56000,Diesel,Manual,First,22.9,1248,74,5,4.25
Maruti,2014,75216,Diesel,Manual,First,22.9,1248,74,5,5.1
Maruti,2013,53996,Diesel,Manual,First,22.9,1248,74,5,5.45
Maruti,2012,75000,Diesel,Manual,First,22.9,1248,74,5,4.35
Maruti,2016,38143,Diesel,Manual,First,22.9,1248,74,5,5.22
Maruti,2013,99595,Diesel,Manual,Second,22.9,1248,74,5,4.75
Maruti,2014,83274,Diesel,Manual,First,22.9,1248,74,5,5.79
Maruti,2015,51000,Diesel,Manual,First,22.9,1248,74,5,4.74
Maruti,2014,85512,Diesel,Manual,First,22.9,1248,74,5,5.8
Maruti,2012,78000,Diesel,Manual,First,22.9,1248,74,5,4.4
Maruti,2014,35010,Diesel,Manual,First,22.9,1248,74,5,3.5
Maruti,2012,80799,Diesel,Manual,First,22.9,1248,74,5,4.9
Maruti,2014,50000,Diesel,Manual,First,22.9,1248,74,5,4.3
Maruti,2012,63000,Diesel,Manual,First,22.9,1248,74,5,4.5
Maruti,2015,46561,Diesel,Manual,First,22.9,1248,74,5,4.94
Maruti,2013,56263,Diesel,Manual,First,22.9,1248,74,5,4.17
Maruti,2012,80000,Diesel,Manual,First,22.9,1248,74,5,4.25
Maruti,2012,65000,Diesel,Manual,First,22.9,1248,74,5,3.9
Maruti,2013,73212,Diesel,Manual,First,22.9,1248,74,5,5.2
Maruti,2014,98000,Diesel,Manual,First,22.9,1248,74,5,6.1
Maruti,2011,120000,Diesel,Manual,Second,22.9,1248,74,5,3.2
Maruti,2012,65060,Diesel,Manual,First,22.9,1248,74,5,4.8
Maruti,2013,92000,Diesel,Manual,Second,22.9,1248,74,5,4.35
Maruti,2013,88000,Diesel,Manual,First,22.9,1248,74,5,4.33
Maruti,2013,35000,Diesel,Manual,First,22.9,1248,74,5,4.65
Maruti,2014,47000,Diesel,Manual,First,22.9,1248,74,5,3.9
Maruti,2012,94868,Diesel,Manual,First,22.9,1248,74,5,4.5
Maruti,2014,25000,Diesel,Manual,First,22.9,1248,74,5,3.95
Maruti,2012,160000,Diesel,Manual,Second,22.9,1248,74,5,3.9
Maruti,2012,58133,Diesel,Manual,First,22.9,1248,74,5,4.8
Maruti,2013,60000,Diesel,Manual,First,22.9,1248,74,5,4.15
Maruti,2016,65210,Diesel,Manual,First,22.9,1248,74,5,5.48
Maruti,2014,75180,Diesel,Manual,First,22.9,1248,74,5,5.25
Maruti,2016,55000,Diesel,Manual,First,22.9,1248,74,5,5.65
Maruti,2014,84000,Diesel,Manual,First,22.9,1248,74,5,5.25
Maruti,2012,68238,Diesel,Manual,First,22.9,1248,74,5,4.8
Hyundai,2011,78958,Diesel,Manual,Second,23,1396,90,5,3.8
Hyundai,2012,83000,Diesel,Manual,First,23,1396,90,5,5.5
Hyundai,2012,71000,Diesel,Manual,First,23,1396,90,5,3.7
Ford,2019,23154,Diesel,Manual,First,23,1498,98.96,5,11.65
Hyundai,2014,67000,Diesel,Manual,First,23,1396,90,5,5.5
Hyundai,2010,93401,Diesel,Manual,First,23,1396,90,5,3.48
Hyundai,2011,37000,Diesel,Manual,First,23,1396,90,5,2.95
Ford,2016,29200,Diesel,Manual,First,23,1498,98.96,5,7.7
Hyundai,2012,60788,Diesel,Manual,First,23,1396,90,5,4.5
Hyundai,2016,77076,Diesel,Manual,First,23,1396,90,5,6.75
Hyundai,2011,113562,Diesel,Manual,First,23,1396,90,5,4.6
Ford,2017,78526,Diesel,Manual,First,23,1498,98.96,5,8.09
Ford,2017,26000,Diesel,Manual,First,23,1498,98.96,5,8.99
Hyundai,2009,68000,Diesel,Manual,Second,23,1396,90,5,3.95
Ford,2017,39000,Diesel,Manual,First,23,1498,98.96,5,8.45
Hyundai,2012,67000,Diesel,Manual,First,23,1396,90,5,4.5
Ford,2017,30000,Diesel,Manual,First,23,1498,98.96,5,8.99
Hyundai,2014,82450,Diesel,Manual,First,23,1396,90,5,5.85
Hyundai,2012,90000,Diesel,Manual,First,23,1396,90,5,4.11
Hyundai,2011,68439,Diesel,Manual,First,23,1396,90,5,3.37
Hyundai,2012,75000,Diesel,Manual,First,23,1396,90,5,4
Hyundai,2014,32720,Diesel,Manual,First,23,1396,90,5,4.5
Ford,2018,32189,Diesel,Manual,First,23,1498,98.96,5,9.25
Hyundai,2012,42600,Diesel,Manual,First,23,1396,90,5,4.99
Hyundai,2013,67914,Diesel,Manual,First,23,1396,90,5,3.45
Hyundai,2010,62000,Diesel,Manual,First,23,1396,90,5,2.7
Hyundai,2015,68525,Diesel,Manual,First,23,1396,90,5,7
Ford,2017,63423,Diesel,Manual,First,23,1498,98.96,5,7.69
Ford,2018,13000,Diesel,Manual,First,23,1498,98.96,5,10.9
Hyundai,2010,77332,Diesel,Manual,Second,23,1396,90,5,3.65
Maruti,2014,77815,Petrol,Automatic,First,23.1,998,67.04,5,4.25
Maruti,2014,56000,Petrol,Manual,First,23.1,998,67.04,5,2.79
Maruti,2014,35214,Petrol,Automatic,Second,23.1,998,67.04,5,3.2
Maruti,2014,44600,Petrol,Automatic,First,23.1,998,67.04,5,4.55
Maruti,2014,33450,Petrol,Automatic,First,23.1,998,67.04,5,4.4
Maruti,2017,7500,Petrol,Automatic,First,23.1,998,67.04,5,5
Maruti,2015,74000,Petrol,Manual,First,23.1,998,67.04,5,4.15
Maruti,2016,21600,Petrol,Automatic,First,23.1,998,67.04,5,4.65
Maruti,2014,77000,Petrol,Manual,First,23.1,998,67.04,5,2.8
Maruti,2016,12000,Petrol,Automatic,Second,23.1,998,67.04,5,4.25
Maruti,2014,49800,Petrol,Automatic,First,23.1,998,67.04,5,4
Maruti,2014,53000,Petrol,Automatic,First,23.1,998,67.04,5,3.8
Maruti,2014,41123,Petrol,Manual,First,23.1,998,67.04,5,3.4
Maruti,2016,47691,Petrol,Automatic,First,23.1,998,67.04,5,3.94
Maruti,2017,21799,Petrol,Manual,First,23.1,998,67.04,5,5.11
Maruti,2016,25562,Petrol,Manual,First,23.1,998,67.04,5,3.5
Maruti,2015,30458,Petrol,Manual,First,23.1,998,67.04,5,2.99
Maruti,2016,54000,Petrol,Automatic,First,23.1,998,67.04,5,4.5
Maruti,2017,26400,Petrol,Manual,First,23.1,998,67.04,5,4.99
Maruti,2016,30000,Petrol,Automatic,Second,23.1,998,67.04,5,4.25
Maruti,2015,33000,Petrol,Automatic,First,23.1,998,67.04,5,3.99
Maruti,2016,30000,Petrol,Automatic,First,23.1,998,67.04,5,3.49
Maruti,2015,55000,Petrol,Automatic,First,23.1,998,67.04,5,3.5
Maruti,2017,35225,Petrol,Automatic,First,23.1,998,67.04,5,5.25
Maruti,2016,38009,Petrol,Automatic,First,23.1,998,67.04,5,4.25
Maruti,2015,57818,Petrol,Manual,First,23.1,998,67.04,5,4.3
Maruti,2016,64000,Petrol,Automatic,First,23.1,998,67.04,5,4.2
Maruti,2014,18500,Petrol,Automatic,First,23.1,998,67.04,5,3.95
Maruti,2015,59751,Petrol,Automatic,First,23.1,998,67.04,5,4.88
Maruti,2017,20000,Petrol,Automatic,First,23.1,998,67.04,5,4.7
Maruti,2014,21000,Petrol,Manual,First,23.1,998,67.04,5,3.75
Maruti,2017,3923,Petrol,Manual,First,23.1,998,67.04,5,5.2
Maruti,2018,31396,Petrol,Manual,First,23.1,998,67.04,5,5.53
Maruti,2015,26725,Petrol,Automatic,First,23.1,998,67.04,5,4.25
Maruti,2015,50000,Petrol,Automatic,First,23.1,998,67.04,5,3.9
Maruti,2014,44000,Petrol,Automatic,First,23.1,998,67.04,5,4.3
Maruti,2015,47020,Petrol,Manual,Second,23.1,998,67.04,5,4.5
Maruti,2014,46559,Petrol,Automatic,First,23.1,998,67.04,5,3.75
Maruti,2014,58470,Petrol,Manual,First,23.1,998,67.04,5,3.9
Maruti,2016,36789,Petrol,Automatic,First,23.1,998,67.04,5,4.25
Maruti,2018,30000,Petrol,Manual,First,23.1,998,67.04,5,3.75
Maruti,2014,21701,Petrol,Manual,First,23.1,998,67.04,5,3.38
Maruti,2016,7100,Petrol,Automatic,First,23.1,998,67.04,5,4.35
Maruti,2018,12278,Petrol,Automatic,First,23.1,998,67.04,5,5.63
Maruti,2015,60586,Petrol,Manual,First,23.1,998,67.04,5,4.11
Maruti,2017,17000,Petrol,Manual,First,23.1,998,67.04,5,4.9
Maruti,2015,48808,Petrol,Manual,First,23.1,998,67.04,5,4.3
Maruti,2014,48000,Petrol,Manual,First,23.1,998,67.04,5,3.25
Maruti,2014,24300,Petrol,Automatic,First,23.1,998,67.04,5,4.55
Maruti,2016,30000,Petrol,Automatic,First,23.1,998,67.04,5,3.8
Maruti,2015,40337,Petrol,Automatic,First,23.1,998,67.04,5,4.45
Maruti,2015,67600,Petrol,Manual,First,23.1,998,67.04,5,4
Maruti,2017,9052,Petrol,Manual,First,23.1,998,67.04,5,
Maruti,2015,31717,Petrol,Automatic,First,23.1,998,67.04,5,
Maruti,2013,99638,Diesel,Manual,First,23.2,1248,73.94,5,3.11
Maruti,2014,88500,Diesel,Manual,First,23.2,1248,73.94,5,4.35
Maruti,2011,91000,Diesel,Manual,First,23.2,1248,73.94,5,3
Maruti,2015,65000,Diesel,Manual,Second,23.2,1248,73.94,5,3.27
Maruti,2012,85112,Diesel,Manual,First,23.2,1248,73.94,5,3.39
Maruti,2014,32805,Diesel,Manual,First,23.2,1248,73.94,5,3.6
Maruti,2012,39772,Diesel,Manual,First,23.2,1248,73.94,5,2.85
Maruti,2012,23598,Diesel,Manual,First,23.2,1248,73.94,5,3.52
Maruti,2012,78401,Diesel,Manual,First,23.2,1248,73.94,5,3.9
Maruti,2012,64290,Diesel,Manual,First,23.2,1248,73.94,5,3.65
Maruti,2013,65000,Diesel,Manual,First,23.2,1248,73.94,5,3.75
Maruti,2011,79000,Diesel,Manual,First,23.2,1248,73.94,5,3.65
Maruti,2015,57034,Diesel,Manual,First,23.2,1248,73.94,5,4.38
Maruti,2016,120000,Diesel,Manual,First,23.2,1248,73.94,5,3.65
Maruti,2015,35314,Diesel,Manual,First,23.2,1248,73.94,5,4.27
Maruti,2009,83000,Diesel,Manual,First,23.2,1248,73.94,5,2.95
Maruti,2011,88539,Diesel,Manual,First,23.2,1248,73.94,5,3.77
Maruti,2015,75000,Diesel,Manual,First,23.2,1248,73.94,5,4.9
Maruti,2014,60000,Diesel,Manual,First,23.2,1248,73.94,5,4.35
Maruti,2015,42894,Diesel,Manual,First,23.2,1248,73.94,5,5.59
Maruti,2013,77000,Diesel,Manual,First,23.2,1248,73.94,5,3.65
Maruti,2012,97000,Diesel,Manual,First,23.2,1248,73.94,5,3
Maruti,2016,200000,Diesel,Manual,First,23.2,1248,73.94,5,
Maruti,2016,131503,Diesel,Manual,First,23.2,1248,73.94,5,
Maruti,2016,105000,Diesel,Manual,Second,23.2,1248,73.94,5,
Maruti,2013,49000,Diesel,Manual,First,23.2,1248,73.94,5,
Maruti,2015,190000,Diesel,Manual,First,23.2,1248,73.94,5,
Maruti,2012,73000,Diesel,Manual,First,23.4,1248,74,5,4.35
Maruti,2015,130000,Diesel,Manual,First,23.4,1248,74,5,3.25
Maruti,2013,88000,Diesel,Manual,First,23.4,1248,74,5,4.75
Maruti,2014,25789,Diesel,Manual,Second,23.4,1248,74,5,6.85
Maruti,2014,96000,Diesel,Manual,First,23.4,1248,74,5,4.8
Maruti,2014,45000,Diesel,Manual,First,23.4,1248,74,5,3.85
Maruti,2017,148000,Diesel,Manual,First,23.4,1248,74,5,4.75
Maruti,2014,71800,Diesel,Manual,First,23.4,1248,74,5,2.9
Maruti,2013,72486,Diesel,Manual,First,23.4,1248,74,5,3.95
Maruti,2016,100000,Diesel,Manual,First,23.4,1248,74,5,3.5
Maruti,2014,32000,Diesel,Manual,First,23.4,1248,74,5,4.35
Maruti,2018,12000,Diesel,Manual,First,23.4,1248,74,5,5.5
Maruti,2016,80000,Diesel,Manual,First,23.4,1248,74,5,4.5
Maruti,2012,56121,Diesel,Manual,First,23.4,1248,74,5,4.25
Maruti,2014,67557,Diesel,Manual,First,23.4,1248,74,5,5.17
Maruti,2015,35082,Diesel,Manual,First,23.4,1248,74,5,6.61
Maruti,2013,22000,Diesel,Manual,First,23.4,1248,74,5,4.5
Maruti,2013,84175,Diesel,Manual,First,23.4,1248,74,5,6.95
Maruti,2017,18414,Diesel,Manual,First,23.4,1248,74,5,7.25
Maruti,2012,83000,Diesel,Manual,First,23.4,1248,74,5,4.3
Maruti,2013,69000,Diesel,Manual,First,23.4,1248,74,5,5.75
Maruti,2014,52000,Diesel,Manual,First,23.4,1248,74,5,5.25
Maruti,2014,29000,Diesel,Manual,First,23.4,1248,74,5,5.75
Maruti,2013,43284,Diesel,Manual,First,23.4,1248,74,5,4.5
Maruti,2014,75074,Diesel,Manual,First,23.4,1248,74,5,5.25
Maruti,2014,38578,Diesel,Manual,First,23.4,1248,74,5,3.96
Maruti,2016,75000,Diesel,Manual,First,23.4,1248,74,5,4.25
Maruti,2015,168205,Diesel,Manual,First,23.4,1248,74,5,4
Maruti,2014,61000,Diesel,Manual,First,23.4,1248,74,5,5.35
Maruti,2015,58000,Diesel,Manual,First,23.4,1248,74,5,5.25
Maruti,2014,197000,Diesel,Manual,First,23.4,1248,74,5,5
Maruti,2014,42109,Diesel,Manual,First,23.4,1248,74,5,4.25
Maruti,2013,72000,Diesel,Manual,First,23.4,1248,74,5,2.69
Maruti,2017,44504,Diesel,Manual,First,23.4,1248,74,5,5.6
Maruti,2012,80753,Diesel,Manual,Second,23.4,1248,74,5,4.5
Maruti,2015,68310,Diesel,Manual,First,23.4,1248,74,5,5.95
Maruti,2013,160000,Diesel,Manual,Second,23.4,1248,74,5,2.5
Maruti,2014,28000,Diesel,Manual,First,23.4,1248,74,5,4.65
Maruti,2015,107000,Diesel,Manual,First,23.4,1248,74,5,
Maruti,2013,110896,Diesel,Manual,First,23.4,1248,74,5,
Maruti,2013,48000,Diesel,Manual,First,23.4,1248,74,5,
Maruti,2013,170000,Diesel,Manual,Second,23.4,1248,74,5,
Maruti,2012,350000,Diesel,Manual,First,23.4,1248,74,5,
Maruti,2013,80000,Diesel,Manual,Second,23.4,1248,74,5,
Maruti,2013,118000,Diesel,Manual,Second,23.4,1248,74,5,
Ford,2013,177000,Diesel,Manual,First,23.5,1498,88.7,5,3.5
Ford,2013,96000,Diesel,Manual,Second,23.5,1498,90,5,3.5
Ford,2012,45122,Diesel,Manual,First,23.5,1498,88.7,5,6
Hyundai,2012,93000,Diesel,Manual,First,23.5,1396,88.7,5,5.55
Hyundai,2013,79000,Diesel,Manual,First,23.5,1396,88.7,5,6.5
Ford,2011,47000,Diesel,Manual,Second,23.5,1498,90,5,6
Hyundai,2012,50000,Diesel,Manual,First,23.5,1396,88.7,5,
Toyota,2014,104000,Diesel,Manual,First,23.59,1364,67.06,5,3
Toyota,2014,45000,Diesel,Manual,First,23.59,1364,67.05,5,3.25
Toyota,2013,37000,Diesel,Manual,First,23.59,1364,67.04,5,5.75
Toyota,2013,179000,Diesel,Manual,First,23.59,1364,67.04,5,3.8
Toyota,2012,60000,Diesel,Manual,First,23.59,1364,null,5,2.95
Toyota,2012,225000,Diesel,Manual,Second,23.59,1364,null,5,2.6
Toyota,2012,48000,Diesel,Manual,First,23.59,1364,67.05,5,5.25
Toyota,2016,53702,Diesel,Manual,First,23.59,1364,67.04,5,6.55
Toyota,2011,32000,Diesel,Manual,First,23.59,1364,null,5,3.85
Toyota,2015,116000,Diesel,Manual,Second,23.59,1364,67.05,5,5.8
Toyota,2016,36681,Diesel,Manual,First,23.59,1364,67.06,5,6.71
Toyota,2012,58253,Diesel,Manual,Second,23.59,1364,null,5,4.45
Toyota,2012,150000,Diesel,Manual,Third,23.59,1364,null,5,3
Toyota,2015,150000,Diesel,Manual,First,23.59,1364,67.05,5,6
Toyota,2011,79000,Diesel,Manual,First,23.59,1364,null,5,4.67
Toyota,2013,64000,Diesel,Manual,First,23.59,1364,67.06,5,3.1
Toyota,2013,84000,Diesel,Manual,First,23.59,1364,67.04,5,3.85
Toyota,2014,59589,Diesel,Manual,First,23.59,1364,67.1,5,5.6
Toyota,2015,49894,Diesel,Manual,First,23.59,1364,67.06,5,5.27
Toyota,2013,46496,Diesel,Manual,First,23.59,1364,null,5,5.3
Toyota,2014,63000,Diesel,Manual,First,23.59,1364,67.04,5,4.35
Toyota,2017,42000,Diesel,Manual,First,23.59,1364,67.04,5,6.25
Toyota,2011,74000,Diesel,Manual,First,23.59,1364,null,5,3.6
Toyota,2012,72351,Diesel,Manual,First,23.59,1364,null,5,2.65
Toyota,2012,111000,Diesel,Manual,First,23.59,1364,67.1,5,4.75
Toyota,2014,57464,Diesel,Manual,First,23.59,1364,67.06,5,5.75
Toyota,2015,65000,Diesel,Manual,Second,23.59,1364,67.04,5,5
Toyota,2013,62601,Diesel,Manual,First,23.59,1364,null,5,4.67
Toyota,2015,69189,Diesel,Manual,First,23.59,1364,67.06,5,5.3
Toyota,2014,62322,Diesel,Manual,First,23.59,1364,67.06,5,4.9
Toyota,2018,43127,Diesel,Manual,First,23.59,1364,67.04,5,6.85
Toyota,2018,3000,Diesel,Manual,First,23.59,1364,67.04,5,7.9
Toyota,2014,45155,Diesel,Manual,First,23.59,1364,67.04,5,6.5
Toyota,2013,70000,Diesel,Manual,First,23.59,1364,null,5,3.88
Toyota,2012,139000,Diesel,Manual,First,23.59,1364,null,5,
Toyota,2014,70000,Diesel,Manual,Second,23.59,1364,67.06,5,
Toyota,2016,104350,Diesel,Manual,First,23.59,1364,67.04,5,
Toyota,2012,121134,Diesel,Manual,First,23.59,1364,null,5,
Toyota,2016,29108,Diesel,Manual,First,23.59,1364,67.04,5,
Toyota,2012,90000,Diesel,Manual,First,23.59,1364,null,5,
Toyota,2012,56600,Diesel,Manual,First,23.59,,,,
Toyota,2013,60000,Diesel,Manual,First,23.59,1364,null,5,
Toyota,2013,86000,Diesel,Manual,First,23.59,1364,null,5,
Maruti,2015,55392,Diesel,Manual,Second,23.65,1248,88.5,5,8.25
Maruti,2017,26000,Diesel,Manual,First,23.65,1248,88.5,5,9.75
Maruti,2016,82497,Diesel,Manual,First,23.65,1248,88.5,5,8.99
Maruti,2015,61313,Diesel,Manual,First,23.65,1248,88.5,5,7.99
Maruti,2016,58000,Diesel,Manual,First,23.65,1248,88.5,5,7.9
Maruti,2016,70000,Diesel,Manual,First,23.65,1248,88.5,5,8.85
Maruti,2017,29500,Diesel,Manual,First,23.65,1248,88.5,5,
Hyundai,2017,38056,Diesel,Manual,First,23.9,1582,126.2,5,10.7
Hyundai,2017,25000,Diesel,Manual,First,23.9,1582,126.2,5,8.65
Hyundai,2016,31000,Diesel,Manual,First,23.9,1582,126.2,5,9
Hyundai,2015,57000,Diesel,Manual,First,23.9,1582,126.2,5,6.6
Hyundai,2019,30529,Diesel,Manual,First,23.9,1582,126.2,5,14.28
Hyundai,2015,62542,Diesel,Manual,Second,23.9,1582,126.2,5,6.5
Hyundai,2015,85000,Diesel,Manual,First,23.9,1582,126.2,5,6.3
Hyundai,2015,60000,Diesel,Manual,First,23.9,1582,126.2,5,6.99
Hyundai,2017,33000,Diesel,Manual,First,24,1120,70,5,4.75
Hyundai,2017,14000,Diesel,Manual,First,24,1120,70,5,4.6
Hyundai,2014,64000,Diesel,Manual,First,24,1120,70,5,4.15
Hyundai,2017,14000,Diesel,Manual,First,24,1186,73.97,5,4.9
Hyundai,2016,52625,Diesel,Manual,First,24,1120,70,5,4.58
Hyundai,2016,57738,Diesel,Manual,First,24,1120,70,5,5.04
Hyundai,2018,35070,Diesel,Manual,First,24,1120,70,5,5.99
Hyundai,2014,45000,Diesel,Manual,First,24,1120,70,5,3.49
Hyundai,2008,121097,Diesel,Manual,Second,24,1396,88.76,5,1.9
Hyundai,2014,42277,Diesel,Manual,First,24,1186,73.97,5,3.85
Hyundai,2017,34429,Diesel,Manual,First,24,1120,70,5,5.5
Hyundai,2015,35000,Diesel,Manual,First,24,1120,70,5,4.88
Hyundai,2014,25135,Diesel,Manual,First,24,1120,70,5,3.75
Hyundai,2017,20773,Diesel,Manual,First,24,1186,73.97,5,5.92
Hyundai,2014,116905,Diesel,Manual,First,24,1120,70,5,4
Hyundai,2016,46522,Diesel,Manual,First,24,1120,70,5,4.5
Hyundai,2015,66337,Diesel,Manual,First,24,1120,70,5,4.96
Hyundai,2017,26877,Diesel,Manual,First,24,1186,73.97,5,5.75
Hyundai,2016,75700,Diesel,Manual,First,24,1120,70,5,5.7
Hyundai,2018,48000,Diesel,Manual,First,24,1186,73.97,5,5.95
Hyundai,2013,63210,Diesel,Manual,First,24,1120,70,5,3.71
Hyundai,2014,73042,Diesel,Manual,First,24,1120,70,5,3.99
Hyundai,2013,71904,Diesel,Manual,First,24,1120,70,5,4.61
Hyundai,2014,33000,Diesel,Manual,Second,24,1120,70,5,4.05
Hyundai,2014,43068,Diesel,Manual,First,24,1120,70,5,3.5
Hyundai,2014,42000,Diesel,Manual,First,24,1120,70,5,3.5
Hyundai,2015,81828,Diesel,Manual,First,24,1186,73.97,5,5.43
Hyundai,2017,60993,Diesel,Manual,First,24,1120,70,5,5.21
Hyundai,2014,51134,Diesel,Manual,First,24,1120,70,5,4.72
Hyundai,2014,58000,Diesel,Manual,First,24,1120,70,5,3.25
Hyundai,2016,57824,Diesel,Manual,First,24,1120,70,5,5.5
Hyundai,2015,63776,Diesel,Manual,First,24,1120,70,5,3.96
Hyundai,2014,79000,Diesel,Manual,First,24,1120,70,5,4.15
Hyundai,2018,32663,Diesel,Manual,First,24,1186,73.97,5,6.28
Hyundai,2016,30000,Diesel,Manual,First,24,1120,70,5,5.5
Hyundai,2015,59261,Diesel,Manual,First,24,1186,73.97,5,4.25
Hyundai,2015,50000,Diesel,Manual,Second,24,1120,70,5,4
Hyundai,2015,58397,Diesel,Manual,First,24,1120,70,5,4.9
Hyundai,2015,76362,Diesel,Manual,First,24,1120,70,5,5.5
Hyundai,2014,65000,Diesel,Manual,First,24,1120,70,5,3.99
Hyundai,2016,50000,Diesel,Manual,First,24,1120,70,5,5.5
Hyundai,2013,41585,Diesel,Manual,First,24,1120,70,5,
Hyundai,2014,56000,Diesel,Manual,First,24,1120,70,5,
Hyundai,2018,27000,Diesel,Manual,First,24,1186,73.97,5,
Hyundai,2019,56371,Diesel,Manual,First,24,1186,73.97,5,
Hyundai,2017,25678,Diesel,Manual,First,24,1186,73.97,5,
Hyundai,2014,62269,Diesel,Manual,First,24,1120,70,5,
Maruti,2014,88500,Petrol,Manual,First,24.07,998,67.1,5,2.6
Maruti,2017,30000,Petrol,Manual,First,24.07,998,67.1,5,3.75
Maruti,2011,64357,Petrol,Manual,First,24.07,998,67.1,5,2.75
Maruti,2017,25058,Petrol,Automatic,First,24.07,998,67.1,5,3.95
Maruti,2014,49000,Petrol,Manual,First,24.07,998,67.1,5,2.3
Maruti,2015,73204,Petrol,Automatic,First,24.07,998,67.1,5,3.3
Maruti,2018,2100,Petrol,Manual,First,24.07,998,67.1,5,3.6
Maruti,2016,10000,Petrol,Manual,First,24.07,998,67.1,5,3.5
Maruti,2011,48624,Petrol,Manual,First,24.07,998,67.1,5,3.22
Maruti,2016,57000,Petrol,Automatic,First,24.07,998,67.1,5,3.4
Maruti,2011,46808,Petrol,Manual,Second,24.07,998,67.1,5,3.19
Maruti,2016,13198,Petrol,Manual,First,24.07,998,67.1,5,3.15
Maruti,2018,46805,Petrol,Manual,First,24.07,998,67.1,5,3.63
Maruti,2017,12000,Petrol,Manual,First,24.07,998,67.1,5,3.25
Maruti,2011,28300,Petrol,Manual,First,24.07,998,67.1,5,2.15
Maruti,2016,7000,Petrol,Manual,First,24.07,998,67.1,5,3
Maruti,2016,51264,Petrol,Manual,First,24.07,998,67.1,5,3.2
Maruti,2014,51349,Petrol,Manual,First,24.07,998,67.1,5,2.93
Maruti,2017,5500,Petrol,Automatic,First,24.07,998,67.1,5,4.25
Maruti,2016,35027,Petrol,Manual,First,24.07,998,67.1,5,3
Maruti,2015,23876,Petrol,Manual,First,24.07,998,67.1,5,3.46
